"doc_id","year","pope","region","genre","persons","summary","is_dispute","is_dispute_conf","dispute_parties","dispute_parties_conf","matched_principal","domain","domain_conf","domain_other_detail"
"173067","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henri III de Brabant, Duc de Brabant (requestor) | Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV writes to Cardinal Hugh of Santa Sabina, papal legate, conveying a request from Duke Henry III of Brabant that the Holy See grant to Godfrey, lord of Perwes and Grimbergen (Henry's kinsman and councillor), the tithes of newly cultivated lands in Godfrey's lordship, as Godfrey wishes to devote himself to the Roman Church and to the service of King William of the Romans. The pope delegates the cardinal to act as he sees fit for the benefit of the Church and the king. This is a one-sided petition/mandate with no live dispute; Henry III of Brabant appears as the requestor, and William II of Holland appears incidentally as the king whose interests are at stake.","no","high","","","","ecclesiastical_property","high",""
"173068","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV writes to a papal legate, relaying that a duke (the addressee's principal, unnamed in the excerpt but the operative subject) has petitioned for a tithe concession on newly cultivated lands within his domain, to help relieve him of debts incurred at his father's death that have prevented him from assisting the Roman Church and King William II of Germany (Willem II, Count of Holland, King of the Romans). The document is a mandate to the legate to act on this petition. Willem II appears only as a named party whom the duke wishes to support, not as a disputant; there is no live conflict between parties.","no","high","","","","ecclesiastical_property","high",""
"173071","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (beneficiary)","Pope Innocent IV mandates the collectors of the ecclesiastical tenth (granted to Henry III of England in aid of the Holy Land) to ensure that the tenth is also collected from the manors of archbishops, bishops, and other prelates. This is a one-sided administrative/fiscal instruction with no live dispute. Henry III appears as the beneficiary of the crusade subsidy for whose benefit the mandate is issued.","no","high","","","","crusade","high",""
"173072","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henri III de Brabant, Duc de Brabant (addressee) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention) | Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Innocent IV exhorts Henry III, Duke of Brabant and Lorraine, to defend the Roman Church vigorously and remain steadfast in his faith and devotion to it. The pope takes Henry, his family, and his goods under the protection of St. Peter and himself. He adds a key assurance: the Church will not make peace or concord with its enemies (specifically Conrad IV, son of the late Frederick II who styled himself emperor) in a way that would leave Conrad honoured with royal dignity in Germany. This is a political letter rallying a lay prince to the papal side in the ongoing conflict with the Hohenstaufen; Conrad IV and Frederick II are mentioned as the adversaries the Church is fighting. Henry III of Brabant is the addressee and principal; Conrad IV is mentioned as the enemy whose political survival the pope promises to prevent.","yes","high","church_v_lay","high","yes","secular_territorial","high",""
"173076","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henri III de Brabant, Duc de Brabant (beneficiary)","Pope Innocent IV mandates the abbot and prior of Middelburg (Premonstratensian, diocese of Utrecht) to assist Henry III, Duke of Brabant and Lothringia, in his pious wish to assign certain tithes and other goods to churches and establish prebends from them, reserving the right of patronage to Henry and his heirs. The matched person, Henry III of Brabant, is the beneficiary/requestor of this papal mandate. There is no live dispute; this is a one-sided grant/authorization of an ecclesiastical endowment arrangement.","no","high","","","","ecclesiastical_property","high",""
"173113","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Johann I Markgraf von Brandenburg (subject_or_mention) | Otto III Markgraf von Brandenburg (subject_or_mention)","Pope Innocent IV mandates the bishop of Halberstadt (Heinrich) to oversee and confirm an arrangement whereby the bishop and chapter of Lebus had granted certain tithes belonging to the church of Lebus to Margraves Johann I and Otto III of Brandenburg in perpetuity in exchange for an annual payment. The margraves had requested apostolic confirmation of this concession. The matched Peerage persons (Johann I and Otto III of Brandenburg) are the lay principals seeking confirmation; the bishop and chapter of Lebus are the ecclesiastical counterparties (unmatched). The operative matter is the disposition of church tithes/revenues.","no","high","","","","ecclesiastical_property","high",""
"173118","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Johann I Markgraf von Brandenburg (subject_or_mention) | Otto III Markgraf von Brandenburg (subject_or_mention)","Pope Innocent IV writes to the Bishop of Lebus (Lubusz), instructing him to oversee an exchange arrangement between the Margraves of Brandenburg (Johann I and Otto III) and the bishop and chapter of the church of Cammin (Kamień): the margraves have granted 400 mansi with rights and liberties to the Cammin church in exchange for certain possessions, tithes, and other goods belonging to Cammin that had been illicitly alienated and occupied by laymen and could not be recovered. The pope mandates the Bishop of Lebus to arrange matters between the parties to their mutual satisfaction. The matched Peerage persons (Johann I and Otto III of Brandenburg) appear as the lay parties to the exchange/arrangement, while the principal ecclesiastical counterparty is the bishop and chapter of Cammin (unmatched). This is an active mandate to resolve/arrange a transaction between parties, with the underlying issue being church property illicitly occupied by laymen.","yes","medium","church_v_lay","high","yes","ecclesiastical_property","high",""
"173136","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention) | Conrad IV von Hohenstaufen, King of Sicily (subject_or_mention)","Pope Innocent IV writes to the Podestà, council, and commune of Parma to express joy over a peace settlement achieved among them, urging them to keep reverence for God and the Apostolic See before their eyes. He also instructs the bishop-elect of Parma (Vitalis) to grant absolution to Parma's exiles returning to the commune for having aided the late Emperor Frederick II, his son Conrad IV, and their allies against the Church. Frederick II and Conrad IV are mentioned only as the figures whose supporters need absolution, not as parties to the current matter.","yes","medium","church_v_lay","medium","no","secular_territorial","medium",""
"173137","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Friedrich II von Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Innocent IV mandates the Prior of S. Giustina in Ferrara to suspend proceedings (interdict/excommunication sentences) against the podestà and commune of Bologna without special apostolic mandate. The dispute concerns the commune of Bologna's destruction of Castrum S. Caesarei (Modena diocese), which they razed when marching against the Modenese who had adhered to Emperor Frederick II — an act deemed prejudicial to ecclesiastical liberty. The principal parties are the commune/podestà of Bologna (lay) versus the ecclesiastical authority (the Prior acting as papal delegate, with the Church's liberty as the stake). Emperor Frederick II is mentioned only as background context for the original conflict.","yes","high","church_v_lay","high","no","excommunication","high",""
"173146","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (subject_or_mention)","Pope Innocent IV informs Brother Bartholomew of the Order of Preachers, brother of Henry III King of England, that he has received him as his personal chaplain by special grace. This is a one-sided papal appointment/privilege with no dispute involved. Henry III appears only incidentally as the means of identifying Bartholomew (his brother), not as a party to any conflict.","no","high","","","","ecclesiastical_appointments","high",""
"173155","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (requestor)","Pope Innocent IV mandates Cardinal Hugh of Santa Sabina, papal legate, to act against clerics and chaplains who are distributing indulgences claiming that the irreligiosity of their fathers, brothers, and relatives cannot prevent them from holding prelacies, personates, and ecclesiastical benefices. The action is requested by Willem II, King of the Romans, because such indulgences are causing significant impediment to the promotion of the Roman Empire and the general business of the Church in Germany. Willem II (matched) is the requestor/principal who petitioned for this action; the unnamed clerics distributing the indulgences are the targets.","yes","medium","church_v_lay","medium","yes","ecclesiastical_appointments","high",""
"173157","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Otto II Herzog von Bayern (subject_or_mention)","Pope Innocent IV mandates the provosts of the churches of Reitenbuch, Steingaden, and Polling (dioceses of Freising and Augsburg) to revoke, by apostolic authority, any statutes, pacts, and ordinances issued by Duke Otto II of Bavaria in his territory that are contrary to ecclesiastical liberty. This is an active dispute between the Church (represented by the papal delegates and ecclesiastical institutions) and a lay ruler (Duke Otto II of Bavaria) over infringements on church freedoms. Duke Otto II appears as the subject/counterparty whose measures are to be annulled; he is the matched Peerage person but appears as the opposing lay party rather than a beneficiary.","yes","high","church_v_lay","high","yes","ecclesiastical_appointments","medium",""
"173160","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Wenceslas I, King of Bohemia (subject_or_mention)","Pope Innocent IV grants a dispensation to Herbord, canon of Prague and notary of King Wenceslas I of Bohemia, allowing him to hold one additional ecclesiastical benefice beyond those he already holds by apostolic dispensation, on account of his good character, learning, and honest conduct. This is a one-sided clerical privilege/dispensation with no dispute involved. King Wenceslas I appears only incidentally as the employer of the beneficiary, Herbord.","no","high","","","","ecclesiastical_appointments","high",""
"173168","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","BÃ©la IV ArpÃ¡d, King of Hungary (addressee)","Pope Innocent IV writes to Béla IV, King of Hungary, informing him of a letter sent to the chapter of Esztergom (Strigoniense) and requesting that the king extend royal favour to Stephen (Stephanus), a bishop. This is a one-sided papal letter of recommendation/intercession, not a live dispute. Béla IV is the addressee and principal recipient of the papal request; the bishop Stephen and the Esztergom chapter are the other parties mentioned but no conflict is operative.","no","high","","","","ecclesiastical_appointments","medium",""
"173175","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (beneficiary)","Pope Innocent IV informs Charles of Anjou, Count of Anjou and Provence, that he has granted his notary and apostolic legate Master Albert of Parma the faculty to invest Charles and his heirs with the Kingdom of Sicily and all the land on this side of the Strait of Messina (excepting the city of Benevento) as a papal fief, under conditions contained in a papal bull. This is a one-sided grant/investiture with no opposing party named. Charles of Anjou (matched) is the direct beneficiary of the grant.","no","high","","","","secular_territorial","high",""
"173177","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Margaret Babenberg (beneficiary)","Pope Innocent IV grants Margaret, Duchess of Austria and Styria, the faculty to enter monasteries of enclosed sisters of the Order of St. Clare (Poor Clares) in Bohemia, Austria, and Styria. This is a one-sided privilege/indulgence granted to Margaret Babenberg as beneficiary, with no opposing party. Margaret Babenberg is the direct addressee and beneficiary of the grant.","no","high","","","","ecclesiastical_appointments","medium",""
"173186","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (addressee)","Pope Innocent IV writes to Henry III, King of England, commending Isaac, Bishop of Laon, to him. This is a letter of recommendation/commendation (litterae commendaticiae) on behalf of the bishop, with no dispute involved. Henry III appears as the addressee of the commendation.","no","high","","","","ecclesiastical_appointments","medium",""
"173192","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","BÃ©la IV ArpÃ¡d, King of Hungary (subject_or_mention)","Pope Innocent IV mandates the Abbot of S. Croce (Padua diocese) to admonish Béla IV, King of Hungary, who has repeatedly invaded the lands of the church of S. Maria in Nyumburch (Augustinian canons, Padua diocese), destroying its villages and goods. The pope orders the king to make adequate satisfaction for these damages and to cease molesting the church's persons and property. The principal parties are the Augustinian church of S. Maria in Nyumburch (ecclesiastical) versus Béla IV of Hungary (lay). Béla IV is matched in the Peerage as the lay principal against whom the mandate is directed.","yes","high","church_v_lay","high","yes","ecclesiastical_property","high",""
"173193","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Wenceslas I, King of Bohemia (addressee) | Premysl II Ottokar, King of Bohemia (subject_or_mention) | BÃ©la IV ArpÃ¡d, King of Hungary (subject_or_mention)","Pope Innocent IV writes to Wenceslas I, King of Bohemia, warning him that a spark of discord has been kindled between him and his son Přemysl Ottokar II (Duke of Austria) on one side and Béla IV, King of Hungary on the other, leading to destructive wars. The pope urges Wenceslas to cease hostilities and return to peace and concord with the King of Hungary, and informs him that his penitentiary Velascus has been sent with authority to compel the rebellious to peace under threat of interdict and excommunication. All three matched Peerage persons are principal parties to the conflict: Wenceslas I (addressee/principal), Přemysl Ottokar II (co-belligerent on Wenceslas's side), and Béla IV of Hungary (the opposing principal).","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"173194","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Premysl II Ottokar, King of Bohemia (addressee) | BÃ©la IV ArpÃ¡d, King of Hungary (subject_or_mention)","Pope Innocent IV urges and admonishes Přemysl Ottokar II, Duke of Austria, to make peace with King Béla IV of Hungary. The document concerns an active inter-ruler conflict between two lay rulers, with the pope acting as mediator/exhorter. Přemysl Ottokar II is the addressee and principal party; Béla IV of Hungary is the other principal party to the conflict.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"173200","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV mandates Cardinal Hugh of Santa Sabina (papal legate) to grant a marriage dispensation to Gerard, lord of Dolbai (diocese of Liège, brother of Henry count of Lückelenburg), and his wife Mathilde, provided Gerard first gives adequate surety of adhering to the Church and to King William (Willem II) of the Romans. The document is a dispensation for a marriage already contracted, with a political condition attached. Willem II of Holland appears as the Roman King whose cause Gerard must pledge to support, not as a party to the marriage dispute itself.","no","high","","","","marriage","high",""
"173202","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Otto II Herzog von Bayern (subject_or_mention)","Pope Innocent IV mandates Cardinal Hugh of Santa Sabina (papal legate) to grant the Bishop of Freising (Conrad) permission to reach a settlement with Duke Otto II of Bavaria, because the bishop fears irreparable harm to himself and his church from the ongoing war between them. The dispute is between the Bishop of Freising (ecclesiastical party) and Duke Otto II of Bavaria (lay party). Otto II is the matched Peerage person, appearing as the bishop's adversary in the conflict.","yes","high","church_v_lay","high","yes","secular_territorial","medium",""
"173204","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","BÃ©la IV ArpÃ¡d, King of Hungary (subject_or_mention) | Wenceslas I, King of Bohemia (subject_or_mention) | Premysl II Ottokar, King of Bohemia (subject_or_mention)","Pope Innocent IV mandates Conrad, Bishop of Freising, to interpose his efforts effectively so that Béla IV, King of Hungary, Wenceslas I, King of Bohemia, and Přemysl (Ottokar II), Duke of Austria and son of the Bohemian king, return to true and genuine peace and concord; he is also to assist friar Velasco of the Franciscan order in reforming the treaties between them. The document concerns an active, live conflict between lay rulers — the Kings of Hungary and Bohemia and the Duke of Austria — with the Bishop of Freising (and a Franciscan friar) acting as papal mediators. All three matched Peerage persons are principal parties to the dispute.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"173205","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Premysl II Ottokar, King of Bohemia (addressee)","Pope Innocent IV exhorts the Duke of Austria and Styria (Ottokar II of Bohemia) and his wife (duchess) to restore the castle of Kaltenberg to the provost and convent of the church of St. Mary of Klosterneuburg (Augustinian canons, diocese of Passau), and to compel their vassal Heinrich von Liechtenstein to return the village of Kogelbrunn to the same church. The matched person (Ottokar II) is one of the principal addressees ordered to make restitution; the ecclesiastical counterparty is the Augustinian house of Klosterneuburg.","yes","high","church_v_lay","high","yes","ecclesiastical_property","high",""
"173206","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Wenceslas I, King of Bohemia (addressee)","Pope Innocent IV writes to Wenceslas I, King of Bohemia, informing him of a letter sent to the Duke of Austria and asking him to induce the Duke (and/or others) toward some unspecified action. The document is a papal mandate/letter of request with no live dispute described; it is a diplomatic communication urging cooperation. Wenceslas I is the addressee/recipient of the papal letter.","no","medium","","","","other","low","papal diplomatic communication / intercession request"
"173207","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Premysl II Ottokar, King of Bohemia (beneficiary) | Margaret Babenberg (beneficiary)","Pope Innocent IV grants the papal legate Brother Velasco the faculty to dispense Přemysl II Ottokar, Duke of Austria and son of the King of Bohemia, and Margaret, Duchess of Austria, from the impediment of consanguinity (fourth degree) and affinity (third degree) so that they may marry. This is a marriage dispensation, not a live dispute. Both matched Peerage persons (Přemysl II and Margaret Babenberg) are the direct beneficiaries of the dispensation.","no","high","","","","marriage","high",""
"173208","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Premysl II Ottokar, King of Bohemia (subject_or_mention) | Margaret Babenberg (subject_or_mention) | Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV instructs his legate not to proceed with a dispensation for Přemysl (Ottokar) II of Bohemia and his wife Margaret of Austria unless they first provide letters patent and swear an oath to support the Church and William of Holland (King of the Romans), and to receive regalia from him and perform liege homage. The document concerns a conditional political/feudal obligation tied to recognition of William II as King of the Romans. Přemysl II, Margaret of Austria, and William II are all mentioned as subjects of the mandate; the legate is the addressee and operative party.","no","medium","","","","secular_territorial","high",""
"173218","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Agnes von Brandenburg (subject_or_mention)","Pope Innocent IV grants a marriage dispensation to Dietrich (Theodoric), son of the Margrave of Meissen, allowing him to marry Agnes, daughter of the Margrave of Brandenburg, who is related to him in the fourth degree of consanguinity. The dispensation is explicitly granted for the purpose of restoring peace between their respective parents (the Margraves of Meissen and Brandenburg). Agnes von Brandenburg is the matched Peerage person and is the subject of the dispensation (the bride-to-be), not a disputant.","no","high","","","","marriage","high",""
"173233","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (subject_or_mention)","Pope Innocent IV mandates the Bishop of Bath and Wells and the Dean of Bordeaux to use sentences of excommunication and interdict against anyone who dares to invade or disturb England or attack Henry III, King of England, while he is preparing to cross the sea in aid of the Holy Land. The document is a protective measure for a crusading king, not a live dispute between identified parties. Henry III appears only as the protected subject, not as a disputant.","no","high","","","","crusade","high",""
"173236","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Premysl II Ottokar, King of Bohemia (addressee)","Pope Innocent IV writes to Otakar (Přemysl II Ottokar), Duke of Austria, urging him to remain faithful to King William of the Romans (Wilhelm of Holland) and to jointly promote the Catholic faith, ecclesiastical liberty, and the restoration of the Roman Empire. This is a one-sided exhortatory letter (rogatio), not a live dispute. The matched Peerage person, Otakar, is the addressee being called upon to support the papal-backed king.","no","high","","","","secular_territorial","medium",""
"173238","1253","Innocent IV (1243-1254)","France","Mandement (littere cum filo canapis)","Blanca de Castilla (subject_or_mention)","Pope Innocent IV writes to the bishops of Évreux, Paris, and Senlis (and other executors of the testament of Queen Blanche of Castile, queen of France) urging them to provide full satisfaction to the abbot and convent of Cluny for serious damages they incurred in recovering the castle of Lordon, a Cluniac possession that had been occupied by the late queen's bailiff. The dispute is between the abbey of Cluny (ecclesiastical) and the estate/executors of Queen Blanche (lay), with the pope pressing the executors to compensate Cluny from the testatrix's assets. Blanche of Castile appears only as the deceased testatrix whose bailiff caused the harm and whose estate is to provide restitution; she is not a live disputant.","yes","high","church_v_lay","high","no","ecclesiastical_property","high",""
"173250","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Heinrich Markgraf von MeiÃŸen (beneficiary)","Pope Innocent IV notifies the Abbot of Ossegg (Cistercian, Prague diocese) that he has granted Margrave Heinrich of Meissen a ten-year privilege protecting him from having sentences of excommunication or interdict promulgated against him or his lands by any papal delegate or sub-delegate. The pope mandates the abbot to ensure that the margrave is not unduly molested by anyone contrary to this concession. The matched person, Heinrich Markgraf von Meißen, is the direct beneficiary of the privilege.","no","high","","","","excommunication","high",""
"173251","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Christopher I Valdemarsson, King of Denmark (addressee)","Pope Innocent IV writes to Christopher I, King of Denmark (the matched person, addressee), urging him to revoke his own letters by which he had annulled the privileges, liberties, and immunities granted to the church of Lund by his predecessors, and to preserve those concessions inviolate. The dispute is between the King of Denmark and the archdiocese/church of Lund (an ecclesiastical party, unmatched in the Peerage). The operative matter is the king's revocation of ecclesiastical privileges, making this a live conflict between a lay ruler and a church institution.","yes","high","church_v_lay","high","yes","ecclesiastical_property","high",""
"173269","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV mandates the dean and cantor of the church of Brussels (diocese of Cambrai) to hear and decide within three months a dispute between Godefridus, chaplain of King William II of the Romans and canon of St. John's Liège, and Johannes, former dean of St. Simeon's Trier, over a prebend. The principal parties are two clerics (Godefridus and Johannes); King William II of the Romans (the matched Peerage person) appears only incidentally as the lord/employer of one of the clerics, not as a disputant.","yes","high","church_v_church","high","no","ecclesiastical_property","high",""
"173277","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (beneficiary) | Eleanor of Provence (beneficiary) | Edward I 'Longshanks', King of England (beneficiary)","Pope Innocent IV takes Henry III of England (who has taken the cross intending to cross the sea in aid of the Holy Land), his wife Queen Eleanor of Provence, his firstborn son and heir Edward (later Edward I), their other children, households, and the kingdom of England under the protection of St Peter and the papacy. This is a routine crusader-protection grant, not a live dispute. All three matched Peerage persons appear as beneficiaries of the protection.","no","high","","","","crusade","high",""
"173278","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (subject_or_mention) | Eleanor of Provence (subject_or_mention) | Edward I 'Longshanks', King of England (subject_or_mention)","Pope Innocent IV notifies the archbishops of Canterbury and York and the bishop of Bath and Wells that he has taken King Henry III of England, Queen Eleanor, their firstborn son Edward, their other children, their households, and the realm of England, Ireland, Wales, Gascony, etc. under apostolic protection. He mandates the addressees to ensure that no one molests them contrary to the terms of this protection. This is a one-sided grant of papal protection with no live dispute; Henry III, Eleanor of Provence, and Edward (later Edward I) are the beneficiaries named in the protection.","no","high","","","","ecclesiastical_appointments","medium",""
"173283","1243","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Jaime I, Rey de AragÃ³n (subject_or_mention)","Pope Innocent IV confirms a cardinal's sentence absolving the preceptor, commander, and brethren of the Hospital of St John of Jerusalem in Spain (house of Curuaria) from a claim brought by the abbot and convent of Bonifacio. The Hospitallers had failed to prove that the place of Rosellis belonged to them by grant of the king of Aragon, and the cardinal had absolved them from the abbot's suit. The operative act is the papal confirmation of that absolution in a dispute between the Hospitallers (church) and the abbey of Bonifacio (church). King Jaime I of Aragon appears only as the prior donor whose grant was at issue, not as a party to the litigation.","yes","high","church_v_church","high","no","ecclesiastical_property","high",""
"173314","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (subject_or_mention)","Pope Innocent IV confirms, at the request of the archbishops and bishops of England, sentences of excommunication to be pronounced against all those who maliciously deprive or despoil English churches of their rights, or who violate, infringe, diminish, or alter the ecclesiastical liberties and ancient customs of the realm contained in Magna Carta and the Forest Charter — with the consent and goodwill of King Henry III. This is a one-sided papal confirmation/grant in favour of the English episcopate; there is no live dispute between identified parties. Henry III appears only as a consenting party whose approval is noted, not as a disputant.","no","high","","","","excommunication","high",""
"173315","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Hendrik van Gelre (beneficiary) | Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV grants Hendrik van Gelre, elect of Liège, the right to collect for one year the revenues and income of ecclesiastical goods in the city and diocese of Liège that fall vacant for up to three years, in order to pay off debts incurred through faithful service to the Roman Church and to Willem II, King of the Romans. This is a one-sided administrative/financial grant with no opposing party. Willem II is mentioned only as the secular lord in whose service Hendrik incurred debts.","no","high","","","","ecclesiastical_appointments","medium",""
"173336","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV issues a mandate to Master Nicholas Scarso, canon of Cambrai and papal scriptor, ordering him to proceed with providing Dominicus de Caleno, a cleric of King William II of the Romans (Holland/Zeeland), with a benefice in the kingdom of Germany. This is a routine clerical provision/appointment document with no dispute. Willem II appears only as the lord/patron of the cleric being provided, not as a party to any conflict.","no","high","","","","ecclesiastical_appointments","high",""
"173340","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV mandates the Bishop of Sambia (a Franciscan) to dispense a marriage between M., widow of Count Palatine C. of Tübingen, and R., lord of Dürn, who was related to the deceased count in the fourth degree of consanguinity. The dispensation is to be granted if it is deemed expedient for the interests of the Church and of King William of the Romans (Willem II of Holland). Willem II appears only as a contextual reference (whose political utility is the criterion), not as a party to the marriage dispute itself.","no","high","","","","marriage","high",""
"173348","1253","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Henry III, King of England (addressee)","Pope Innocent IV writes to Henry III, King of England, thanking him for words of comfort (""verborum solatio"") sent to the pope. The letter is a brief, cordial exchange in which the pope also playfully remarks on the relative ages of the two men. There is no dispute or contested claim; this is purely a personal/diplomatic courtesy letter. Henry III appears as the addressee and recipient of the pope's thanks.","no","high","","","","other","high","personal/diplomatic courtesy correspondence"
"173356","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (requestor)","Pope Innocent IV mandates the Bishop of Strasbourg (Heinrich) to dispense Walter of Eschenbach (diocese of Constance) and his wife Kunigunde, daughter of the Count of Sulza, from the impediment of fourth-degree consanguinity in their contracted marriage. The dispensation is granted at the request of Willem II, King of the Romans (matched Peerage person), who is the petitioner/requestor rather than a party to the marriage itself.","no","high","","","","marriage","high",""
"173362","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Louis IX, Roi de France (requestor)","Pope Innocent IV mandates the archbishops and bishops throughout the kingdom of France, at the request of King Louis IX (then in the Holy Land), to refrain from proceeding against the king's officials and bailiffs, notwithstanding the apostolic sentence of excommunication pronounced against all those who enforce royal statutes and customs contrary to ecclesiastical liberty. The dispute is between the French crown (represented by its officials/bailiffs) and the Church over ecclesiastical liberties in France. Louis IX appears as the requestor/beneficiary on whose behalf the mandate is issued.","yes","high","church_v_lay","high","yes","ecclesiastical_appointments","medium",""
"173367","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Wenceslas I, King of Bohemia (subject_or_mention)","Pope Innocent IV confirms to the Master and brothers of the Hospital of Jerusalem in Moravia the grants and endowments made to the hospital of Brunnen: first by the late citizen Rudeger of Brno and his wife Hodona (who founded and endowed it from their own goods), and subsequently by King Wenceslas I of Bohemia (who enriched it with liberties, immunities, villages, vineyards, etc.). This is a routine confirmation of prior donations with no active dispute. King Wenceslas I of Bohemia appears only as a prior donor mentioned in the recital of the document's background.","no","high","","","","ecclesiastical_property","high",""
"173372","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Heinrich Markgraf von MeiÃŸen (subject_or_mention)","Pope Innocent IV grants permission to bishops, abbots, priors, deans, archdeacons, and other prelates and rectors in the territory of the Margrave of Meissen to sing a new Marian chant (composed over the Kyrie and Gloria) during Mass solemn celebrations. The chant had been composed by Heinrich, Margrave of Meissen. This is a straightforward liturgical privilege/grant with no dispute involved; Heinrich appears only as the composer/subject of the chant, not as a party to any conflict.","no","high","","","","ecclesiastical_appointments","medium",""
"173381","1254","Innocent IV (1243-1254)","","Mandement (littere cum filo canapis)","Willem II Graaf van Hollant en Zeeland (subject_or_mention)","Pope Innocent IV mandates the scholastic of the New Church outside the walls of Höxter (diocese of Paderborn) to provide Johannes, a canon of Lübeck and cleric of the duke of Brunswick (who is the brother-in-law of William II, King of the Romans), with a personatus or dignity in one of the cathedral or other churches of the province of Bremen. This is a routine provision/appointment mandate with no dispute. William II of Holland, King of the Romans, is mentioned only incidentally as the brother-in-law of the duke of Brunswick, establishing the cleric's connection to the royal court.","no","high","","","","ecclesiastical_appointments","high",""
